,userID,musicbrainzID,plays
4477954,91705,996,438
4477955,91705,274,70
4477957,91705,3861,50
4477958,91705,993,50
4477960,91705,2498,45
4477961,91705,655,42
4477962,91705,1483,40
4477963,91705,728,40
4477964,91705,2064,39
4477965,91705,885,38
4477966,91705,3860,37
4477967,91705,11252,37
4477970,91705,276,31
4477972,91705,31376,30
4477974,91705,3915,27
4477975,91705,2675,24
4477976,91705,9300,23
4477978,91705,13716,22
4477979,91705,2117,22
4477980,91705,2052,22
4477981,91705,12,21
4477982,91705,202,21
4477983,91705,8373,19
4477988,91705,3880,18
4477989,91705,203,18
4477990,91705,2048,18
4477991,91705,1577,17
4477993,91705,780,16
4477994,91705,1572,16
4477995,91705,5943,15
4477997,91705,1252,15
4477999,91705,28,15
4678561,95816,775,900
4678562,95816,658,877
4678563,95816,3753,868
4678564,95816,4856,635
4678565,95816,10096,407
4678567,95816,5519,384
4678568,95816,7916,371
4678569,95816,158,359
4678570,95816,993,336
4678571,95816,4058,334
4678572,95816,282,314
4678573,95816,246,251
4678575,95816,416,222
4678576,95816,726,206
4678577,95816,10481,205
4678578,95816,2659,196
4678579,95816,2040,195
4678580,95816,10786,193
4678581,95816,3195,187
4678582,95816,10785,182
4678583,95816,729,179
4678586,95816,4870,163
4678588,95816,960,159
4678589,95816,4867,155
4678590,95816,273,154
4678592,95816,4880,125
4678593,95816,2279,117
4678594,95816,3599,115
4678595,95816,945,113
4678596,95816,267,101
4678597,95816,4079,100
4678599,95816,4039,87
4678601,95816,672,85
4678602,95816,2446,84
4678603,95816,265,82
4678604,95816,9805,70
4678605,95816,1491,68
4678608,95816,6382,65
4678610,95816,4871,62
4730205,96874,3741,1820
4730206,96874,4719,1516
4730207,96874,4236,1344
4730208,96874,2806,1044
4730209,96874,158,1021
4730211,96874,4230,871
4730212,96874,470,866
4730213,96874,2081,822
4730214,96874,2432,792
4730215,96874,276,744
4730216,96874,3373,731
4730217,96874,6658,688
4730219,96874,2279,509
4730220,96874,3719,507
4730222,96874,435,362
4730223,96874,762,350
4730224,96874,423,346
4730225,96874,280,329
4730226,96874,2809,324
4730228,96874,17917,276
4730229,96874,896,265
4730231,96874,917,221
4730233,96874,848,208
4730235,96874,4546,192
4730236,96874,949,190
4730237,96874,3705,186
4730238,96874,28,163
4730239,96874,2827,147
4730240,96874,427,132
4730242,96874,3982,89
4730244,96874,845,84
4730247,96874,909,61
4730248,96874,40,60
4730249,96874,685,56
4730250,96874,883,49
4730251,96874,217,47
4730253,96874,1476,45
4957359,101587,13993,1740
4957360,101587,24,1712
4957362,101587,408,1318
4957363,101587,673,1064
4957364,101587,1569,1061
4957366,101587,193,981
4957367,101587,3376,907
4957368,101587,4549,856
4957369,101587,892,845
4957370,101587,24375,693
4957371,101587,284,672
4957372,101587,5770,662
4957374,101587,996,648
4957376,101587,15819,591
4957377,101587,901,591
4957379,101587,2064,549
4957380,101587,2448,549
4957382,101587,9969,533
4957383,101587,997,510
4957384,101587,267,506
4957386,101587,528,493
4957387,101587,28,484
4957388,101587,1559,481
4957391,101587,1027,449
4957394,101587,9456,431
4957396,101587,353,425
4957397,101587,2031,419
4957398,101587,104,405
4957399,101587,2194,392
4957400,101587,1207,391
4957401,101587,1506,389
4957402,101587,2090,388
4957403,101587,1389,380
4957404,101587,1763,371
4957405,101587,786,367
4957406,101587,719,366
4957407,101587,5246,362
4957408,101587,1585,360
4957410,101587,1000,340
4957411,101587,787,339
4957412,101587,2099,336
4968185,101811,982,1229
4968186,101811,1260,964
4968188,101811,16461,640
4968189,101811,37,611
4968190,101811,20245,584
4968191,101811,24237,548
4968192,101811,26820,532
4968193,101811,16994,510
4968194,101811,660,470
4968195,101811,7571,467
4968197,101811,3212,446
4968199,101811,800,417
4968201,101811,1109,403
4968203,101811,1486,391
4968205,101811,41,377
4968206,101811,1008,355
4968207,101811,801,340
4968208,101811,1410,326
4968209,101811,1351,318
4968211,101811,1155,304
4968213,101811,6254,292
4968214,101811,8132,286
4968215,101811,4033,277
4968216,101811,764,269
4968217,101811,2788,264
4968218,101811,1952,261
4968219,101811,16142,253
4968220,101811,778,234
4968221,101811,885,232
4968222,101811,2042,224
4968224,101811,675,219
4968225,101811,1497,216
4968226,101811,3169,215
4968227,101811,6291,215
4968228,101811,3404,213
4968229,101811,1817,209
4968231,101811,1080,201
4968233,101811,886,198
4968234,101811,1453,193
4968236,101811,993,186
4968237,101811,1728,181
4968239,101811,2043,174
4968240,101811,635,174
4968241,101811,110,173
4968242,101811,664,172
4968243,101811,3195,170
4968244,101811,655,167
4968245,101811,75,163
4968246,101811,10422,160
4968247,101811,1004,156
4968248,101811,6998,146
4968249,101811,553,143
5412517,110896,6737,857
5412518,110896,2030,429
5412521,110896,723,411
5412522,110896,2120,361
5412523,110896,1967,335
5412525,110896,250,230
5412527,110896,3051,215
5412528,110896,3045,208
5412529,110896,121,188
5412530,110896,9961,162
5412533,110896,2146,140
5412535,110896,265,99
5412537,110896,3440,95
5412539,110896,7379,92
5412540,110896,2034,92
5412542,110896,5805,90
5412544,110896,11999,83
5412546,110896,2249,76
5412548,110896,1753,72
5412549,110896,2279,72
5412551,110896,2267,68
5412552,110896,202,67
5412553,110896,356,66
5412554,110896,9456,66
5412555,110896,16289,65
5412557,110896,227,62
5412560,110896,1572,57
5480711,112294,1763,212
5480712,112294,293,198
5480714,112294,1207,104
5480715,112294,6868,97
5480716,112294,4324,94
5480718,112294,1380,74
5480720,112294,1078,61
5480721,112294,382,56
5480722,112294,202,55
5480723,112294,13119,54
5480726,112294,297,49
5480730,112294,901,37
5480732,112294,158,36
5480733,112294,75,36
5480734,112294,10266,34
5480735,112294,1080,30
5480737,112294,11330,30
5480738,112294,278,27
5480739,112294,10855,26
5480740,112294,159,25
5480742,112294,1262,24
5480743,112294,6379,24
5480745,112294,1275,23
5480746,112294,12865,22
5480748,112294,9404,22
5480749,112294,4252,22
5658177,115922,338,967
5658178,115922,62,947
5658179,115922,1252,814
5658180,115922,2847,778
5658181,115922,11330,607
5658183,115922,395,497
5658184,115922,1591,358
5658185,115922,886,356
5658186,115922,2211,348
5658187,115922,416,323
5658188,115922,5013,297
5658189,115922,1269,288
5658191,115922,1226,255
5658192,115922,1858,218
5658193,115922,329,198
5658194,115922,1581,177
5658195,115922,1559,170
5658196,115922,273,166
5658197,115922,159,159
5658198,115922,494,154
5658199,115922,293,152
5658201,115922,158,128
5658203,115922,353,110
5658204,115922,6477,105
5658205,115922,414,95
5658207,115922,10266,91
5658208,115922,375,86
5658209,115922,1778,86
5658210,115922,349,86
5658211,115922,1782,84
5658212,115922,447,83
5658215,115922,1078,77
5658217,115922,332,73
5658218,115922,294,72
5658219,115922,500,72
5658220,115922,528,70
5658221,115922,1501,69
5658224,115922,357,63
5658228,115922,15802,48
5728270,117356,504,550
5728271,117356,16536,378
5728274,117356,511,254
5728275,117356,1215,239
5728276,117356,3591,233
5728277,117356,2380,226
5728278,117356,3200,176
5728279,117356,362,176
5728280,117356,5255,158
5728281,117356,1434,146
5728283,117356,2121,136
5728285,117356,11997,119
5728290,117356,8616,106
5728291,117356,11609,106
5728293,117356,158,101
5728296,117356,962,95
5728297,117356,773,93
5728298,117356,6834,83
5728299,117356,1206,80
5728300,117356,28887,79
5728302,117356,1162,76
5728303,117356,5518,74
5728304,117356,1960,73
5728305,117356,13872,72
5728306,117356,1217,71
5728309,117356,4588,68
5728311,117356,583,66
5728314,117356,6273,61
5728315,117356,11031,60
5728317,117356,2608,58
5728318,117356,3599,58
6223946,127503,408,610
6223947,127503,2211,584
6223949,127503,5,543
6223950,127503,375,462
6223951,127503,62,442
6223953,127503,2074,412
6223954,127503,1786,409
6223955,127503,7085,393
6223956,127503,9711,390
6223957,127503,10428,390
6223958,127503,2941,330
6223959,127503,470,288
6223961,127503,710,274
6223962,127503,1377,266
6223963,127503,24,266
6223964,127503,1577,264
6223965,127503,2946,255
6223966,127503,5084,244
6223967,127503,1163,237
6223968,127503,713,230
6223969,127503,10275,230
6223971,127503,13728,225
6223973,127503,5743,209
6223975,127503,353,204
6223976,127503,506,200
6223979,127503,11910,183
6223980,127503,1367,179
6223981,127503,1148,177
6223982,127503,2315,173
6223984,127503,6019,165
6223986,127503,374,159
6223989,127503,1647,144
6223990,127503,6015,143
6223991,127503,331,141
6223992,127503,5525,139
6223993,127503,7125,132
6223995,127503,1961,128
6367988,130451,177,1192
6367989,130451,185,1183
6367990,130451,2033,1106
6367991,130451,280,949
6367993,130451,732,821
6367994,130451,4619,794
6367995,130451,2300,726
6367996,130451,203,680
6367997,130451,4600,678
6367998,130451,173,671
6367999,130451,310,641
6368001,130451,311,604
6368002,130451,834,594
6368003,130451,2461,588
6368007,130451,1006,518
6368008,130451,193,491
6368009,130451,282,464
6368010,130451,150,457
6368011,130451,919,423
6368012,130451,2869,400
6368013,130451,3237,388
6368014,130451,75,370
6368015,130451,6624,354
6368016,130451,734,349
6368019,130451,152,342
6368020,130451,158,342
6368021,130451,3238,339
6368022,130451,427,326
6368026,130451,610,294
6368027,130451,2444,283
6368028,130451,4699,281
6368029,130451,255,263
6368031,130451,1187,235
6368032,130451,1259,235
6368033,130451,6227,232
6531610,133796,516,719
6531611,133796,28,395
6531613,133796,233,209
6531614,133796,74,203
6531615,133796,601,195
6531616,133796,5263,182
6531617,133796,5017,146
6531618,133796,3465,142
6531620,133796,354,109
6531621,133796,4916,107
6531622,133796,10308,95
6531624,133796,2155,94
6531629,133796,728,76
6531630,133796,1048,69
6531633,133796,1172,53
6531635,133796,961,44
6531636,133796,2097,44
6531637,133796,217,39
6531638,133796,1076,35
6531639,133796,2152,33
6531642,133796,2466,23
6531643,133796,578,22
6531645,133796,1487,20
6531646,133796,1757,19
6531647,133796,1008,19
6531648,133796,7016,19
6531649,133796,158,18
6531651,133796,487,16
6531654,133796,3023,14
6531655,133796,70,14
6791640,139102,909,1243
6791641,139102,217,1173
6791642,139102,28,1031
6791643,139102,470,980
6791644,139102,284,955
6791646,139102,1006,867
6791647,139102,2726,824
6791648,139102,62,778
6791649,139102,1157,778
6791651,139102,435,692
6791652,139102,917,666
6791654,139102,775,658
6791656,139102,1812,594
6791657,139102,687,574
6791658,139102,60,559
6791659,139102,276,549
6791660,139102,767,539
6791661,139102,1572,523
6791662,139102,982,510
6791663,139102,622,488
6791664,139102,5017,466
6791666,139102,7929,458
6791668,139102,3572,425
6791670,139102,455,399
6791671,139102,2083,384
6791672,139102,5,379
6791673,139102,500,373
6791674,139102,1389,356
6791675,139102,227,334
6791677,139102,30628,249
6791679,139102,416,233
