musicbrainzID,artistName
130,john jacob niles
131,the revolutionary army of the infant jesus
132,carter tutti
133,the one ensemble of daniel padden
134,orion rigel dommisse
135,jocelyn pook
136,matmos
137,ulver
138,ane brun
139,soisong
140,a hawk and a hacksaw
141,frank london
142,michael gira
143,larkin grimm
144,pelt
145,jean parlette
146,opeth
147,cannbal corpse
148,elis
149,amoral
150,amon amarth
151,riverside
152,dark tranquiility
153,atrocity (us)
154,kromlek
155,kamelot
156,november's doom
157,poe
158,tanja kinkel
159,dido
160,stone temple pilots
161,audioslave
162,katatonia
163,ark
164,circus maximus
165,dimmmu borgir
166,death
167,manegarm
168,cynic
169,korpiklaani
170,my dying bride
171,brujería
172,agalloch
173,alice in chains
174,bach johann sebastian (1685-1750)
175,kalmah
176,farmakon
177,cob
178,dragonforce
179,dredg
180,green carnation
181,pain of salvation
182,rhapsody of fire
183,the mars volta
184,tool
185,arch enemy
186,at the gates
187,compay sagundo
188,ensiferum
189,naglfar
190,nevermore
191,old mans child
192,shade empire
193,soad
194,tristania
195,debendra banhart
196,boards of canada
197,cocorosie
198,aphex twin
199,atmosphere
200,joanna newsom
201,aïr
202,portishead
203,massive attack
204,plaid
205,fog
206,prefuse 73
207,m83
208,the flashbulb
209,pavement
210,amon tobbin
211,sage francis
212,four tet
213,brother ali
214,max richter
215,why?
216,autechre
217,radiohead
218,yokota susumu
219,electrelane
220,neutral milk hotel
221,bent
222,vetiver
223,k-the-i???
224,illogic
225,annie
226,broadcast
227,the basty boys
228,aesop rock
229,mf doom
230,the books
231,bibio
232,rachels
233,architecture in helsinki
234,bola
235,isan
236,múm
237,elliott smith
238,caribou
239,"hold steady,the"
240,mogwai
241,justice
242,sigur ros
243,clutch
244,white denim
245,the go! team
246,the beatles
247,2manydjs
248,tv on the radio
249,kyuss
250,dj shadow
251,a tribe called quest
252,cinematic orchestra
253,beck
254,bon iver
255,röyksopp
256,rex the dog
257,bonobo
258,deadmau5
259,the decemberists
260,earth
261,snow patrol
262,battles
263,metronomy
264,dj format
265,prodigy the
266,lemon jellly
267,pink floyd
268,rjd2
269,flaming lips
270,"alasdair fraser, paul machlis"
271,passion pit
272,holy fuck
273,michael jackson
274,late of the pier
275,flight of the conchords
276,muse
277,fleetwood mac
278,led zeppelin
279,stam1na
280,dream theater
281,ac dc
282,metallica
283,iron maiden
284,bob marley y the wailers
285,megadeth
286,trivium
287,raappana
288,nightwish[
289,kotiteollisuus
290,sublime
291,viikate
292,volbeat
293,guns n' roses
294,bon jovi
295,dio
296,soldiers of jah army
297,scorpions
298,terÄsbetoni
299,nopsajalka
300,paramore
301,the darkness
302,soul captain band
303,asa
304,tarot
305,klamydia
306,gentleman
307,mötley crüe
308,manowar
309,killswitch engade
310,slayer
311,in flames
312,skid row
313,stone
314,bullet for my valeintine
315,mokoma
316,pantera
317,brother firetribe
318,hurriganes
319,norther
320,stratovarius
321,kiuas
322,ozzy osbone
323,pin
324,feel
325,elton john
326,orgy
327,brandy
328,pet shop boys
329,sade
330,belinda carlisle
331,eurythmics
332,mike oldfield
333,daryl hall & john oates
334,chris rea
335,laura branigan
336,the waterboys
337,maciej silski
338,leona lewis
339,gerge micheal
340,black
341,frozen silence
342,sweet coffee
343,blackfield
344,cindy lauper
345,pseudo echo
346,desirless
347,limp bikit
348,modern talking
349,rihanna
350,aha
351,linkin park
352,pearl harbor
353,nelly furtado
354,madonna
355,blink-182
356,dave gahan
357,kelly clarkson
358,lucie silvas
359,natalie imbruglia
360,michelle branch
361,delta goodrem
362,new order
363,seal
364,atomic kitten
365,backstreet boys
366,mary j. blige
367,negative
368,justiin timberlake
369,savage garden
370,nerina pallot
371,erasure
372,boy george and culture club
373,mr oizo
374,robbie willam
375,black eyed beas
376,antonio_orozco
377,decai
378,kiko & shara
379,marc anthony
380,manuel carrasco
381,mika
382,juanes
383,la oreha de van gogh
384,melendi
385,amaral
386,andy & lucas
387,chambao
388,chayanne
389,cristian
390,christina aguilerа
391,craig david
392,luís fonsi
393,sergio contreras
394,ana torroja
395,beyonce
396,bustamante
397,camila
398,colbie caillat
399,coti
400,david bisbal
401,edurne
402,fito & fitipaldis
403,hanna
404,malu
405,paulina rubio
406,rosana
407,tatu
408,amy winehouse
409,efecto mariposa
410,el arrebato
411,enrique
412,jennifer lopez
413,mecano
414,phill collins-
415,sean kingston
416,u2
417,dub fx
418,box car racer
419,zebrahead
420,oakenfold
421,pendulum
422,ronald jenkees
423,sum 41
424,angels and airwaves
425,haggard
426,alian ant farm
427,offspring
428,Оkеан Ельзи
429,lord of the dance
430,the crystal method
431,川田まみ
432,eminem
433,the qemists
434,silverstein
435,rise against
436,Бумбокс
437,scum of the earth
438,blu mar ten
439,bomfunk mc's
440,vanessa mae
441,ТарТак
442,"drop dead, gorgeous"
443,flying steps
444,drumattic twins
445,andrew wk
446,hoobastank
447,dover
448,bodyjar
449,southside rockers
450,prodigy (of mobb deep)
451,future phrophecies
452,"coulton, jonathan"
453,blessthefall
454,nubreed & luke chable
455,franz ferdinand
456,johannes linstead
457,infected mushroom
458,darude
459,akira yamaoka
460,aqua
461,clawfinger
462,dusty kid
463,senses fail*
464,commix
465,panic at the disco
466,enigma
467,fafboy slim
468,krs-one
469,drowing pool
470,placebo
471,david & the citizens
472,kent
473,säkert!
474,detektivbyrån
475,lars winnerbäck
476,raymond & maria
477,tegan and sara
478,knife the
479,tgr lou
480,håkan hellström
481,david fridlund
482,the ark
483,alice in videoland
484,timo räisänen
485,cardigans
486,bloc party
487,oasis
488,sahara hotnights
489,vapnet
490,laleh
491,markus krunegård
492,kooks
493,deportees
494,r.e.m.
495,slagsmalsklubben
496,hot chip
497,millencolin
498,the sounds
499,mew
500,!green day
501,kings of convenience
502,firefox ak
503,mando diao
504,the tough alliance
505,shout out louds
506,keane
507,wir sind helden
508,thompson twins
509,hanson
510,no doubt
511,orchestral man˛vres in the dark
512,the human league
513,altered images
514,martina mcbride
515,yazoo
516,regina spector
517,the format
518,carolyn dawn johnson
519,mazzy star
520,dashboard confessional
521,jonathan larson
522,wicked
523,the verve pipe
524,missing persons
525,the passions
526,ima robot.
527,"holofernes, judith"
528,delpech mode
529,fake
530,der plan
531,gwen stefani
532,dierks bentley
533,heaven 17
534,the sundays
535,dixie chicks
536,shania t wain
537,stacey q
538,camera obscura
539,deana carter
540,matt and kim
541,steel train
542,dan fogelberg
543,taking back sunday
544,andrew bird
545,jewel
546,brithey spears
547,kristy lee
548,sting / the police
549,the portal service
550,fefe dobson
551,julie roberts
552,j dilla
553,nas
554,common
555,black milk
556,pete rock
557,jay z
558,dr. dre
559,evidence
560,kanye west
561,dead prez
562,percee p
563,jeff mills
564,method man
565,panacea
566,2pac
567,fort minor
568,mf doom & madlib as madvillain
569,ratatat
570,talib kweli
571,do or die
572,madlib
573,50 cent
574,abstract rude & tribe unique
575,the alchemist
576,bill evans.
577,gza
578,lil wayne
579,styles p.
580,emc
581,ghostface
582,k-os
583,burial
584,dj vadim
585,el-p
586,big shug
587,black spade
588,john coltrane
589,the résidents
590,reprazent
591,the cool kids
592,the game
593,redman
594,the rza
595,joan baez
596,e-rotic
597,the goo goo dools
598,apulanta
599,chorale
600,bryan adams
601,gnarls barkley
602,groove coverage
603,september
604,3 doors down
605,basic element
606,chris brown
607,eels
608,solid base
609,irwin goodman
610,moby
611,don hunot
612,stella
613,pussicat dolls
614,cascada
615,john legend
616,alicia keys
617,kapasiteettiyksikkö
618,sonata arctica
619,frank sinatra
620,jonas brothers
621,deep insight
622,maroon5
623,the calling
624,cheek
625,darin
626,antti tuisku
627,usher
628,finlanders
629,sadetanssi
630,snoop doggy dog
631,akon
632,mamba
633,da buzz
634,jessy
635,syd barrett
636,spiritualized
637,boo radley
638,"brian jonestown  massacre, the"
639,black rebel motorcycle club
640,the duke spirit
641,the stone roses
642,jefferson airplane
643,the black angels
644,the graham bond organisation
645,love
646,the warlocks
647,a place to bury strangers
648,not from there
649,richard in your mind
650,king khan & his shrines
651,the stairs
652,the vera violets
653,edgar jones jones
654,film school
655,captain beefheart and the  magic band
656,charlatans
657,kaleidoscope
658,raconteurs
659,dungen
660,velvet underground
661,spindrift
662,the incredible string band
663,flavor crystals
664,nico
665,the dandy warhols
666,asobi seksu
667,stereolab
668,fairport convention
669,nick drake
670,soft machine
671,beck
672,greenhornes
673,national (the)
674,black mountain
675,television
676,the telescopes
677,lostprophets
678,all time low
679,lucky boys confusion
680,amber pacific
681,four year stong
682,fall out boy
683,the weakerthans
684,showoff
685,plus-44
686,daimien rice
687,my chemical romance
688,ben kweller
689,foo fighters
690,anberlin
691,moving mountains
692,the wedding
693,frightened rabbit
694,cartel
695,saosin
696,set your goals
697,holiday parade
698,cauterize
699,nizlopi
700,hit the lights
701,get cape. wear cape. fly
702,better luck next time
703,girl talk
704,story of the year
705,joshua radin
706,the frantic
707,the ataris
708,"stevens,sufjan"
709,sherwood
710,nowa jones
711,madredeus
712,așa
713,carla brun
714,penguin cafй orchestra
715,ravid goldschmidt
716,humanos
717,xutos & pontapés
718,paul simon
719,lily allen
720,kid loco
721,pedro abrunhosa
722,stevie wonder
723,theivry corporation
724,the streets
725,ratos de porao
726,lady sovereign
727,faith no more
728,manu chao
729,tencacious d
730,fantomas
731,type o negative
732,pearl jam
733,the committments
734,soundgarden
735,buckethead
736,the cult
737,rush
738,king crimson
739,camel
740,amplifier
741,uriah heep
742,"answer, the"
743,yes
744,disturbed
745,jethro tall
746,porcupine tree
747,liquid tension experiment
748,ted nugent
749,wolfmother
750,emerson lake & palmer -
751,aerosmith
752,iommi (with glenn hughes)
753,frankie goes to hollywood
754,ufo
755,days of the new
756,caravan
757,the verve
758,ramms+ein
759,wishbone ash
760,the moody blues
761,jordan rudess
762,chevelle
763,cream
764,patti smiths
765,nickelback
766,zz top
767,niИ
768,my bloody valentine
769,p.j. harvey
770,"cure, the"
771,jesus and mary chain
772,the sisters of mercy
773,divid bowie
774,a perfect circle
775,the white stripes
776,the dresden dolls
777,nouvelle vague
778,leodard cohen
779,rowland s. howard
780,credence clearwater revival
781,goon moon
782,grinderman
783,gary numan
784,slowdive
785,the boys next door
786,beirut
787,joy division
788,clint marsell
789,inkubus sukkubus
790,the smiths
791,cat power
792,nick cave & warren ellis
793,anita lane
794,bauhaus
795,amiina
796,bajaga
797,interpol
798,the 69 eyes
799,christian death
800,the stooges
801,iggy pop
802,grave digger
803,running wild
804,primal fear
805,paragon
806,iced earth
807,lamb of god
808,u.d.o.
809,annihilator
810,exodus
811,exciter
812,strapping young lad
813,kreator
814,rebellion
815,sabaton
816,helloween
817,iron savior
818,accept
819,three inches of blood
820,jag panzer
821,mastodon
822,steel attack
823,dÅÅth
824,metal church
825,gojira
826,devildriver
827,decapitated
828,hammerfall
829,the ocean
830,hatebreed
831,mortification
832,halford
833,meshuggah
834,finntroll
835,gamma ray
836,stormwarrior
837,fight
838,vicious ramors
839,dream evil
840,necrophagist
841,rage
842,morgana lefay
843,chiodos
844,black tequila
845,30 second to mars
846,as i lay dying
847,a static lullaby
848,billy talent
849,bosse
850,deus
851,feeder
852,funeral for a friend
853,a day to remember
854,beatsteaks
855,#coheed and cambria
856,dÚnÉ
857,enter shikari
858,finch
859,fftl
860,lostalone
861,mindless self indulgence
862,olli schulz & der hund marie
863,slut
864,the dreaming
865,alesana
866,ash
867,brand new
868,kill hannah
869,madsen
870,maxďmo park
871,neaera
872,scary kids scaring kids
873,secret and whisper
874,the fall of troy
875,the vines
876,virginia jetzt!
877,as we fight
878,grammatics
879,tele
880,underoath
881,michael armstrong
882,alkalina trio
883,a.f.i.
884,tiger army
885,elvis costello
886,elvish presley
887,mighty mighty bosstones
888,adema
889,foghat
890,kylie
891,foxboro hot tubs
892,pink
893,tim mcgraw
894,dead to me
895,mxpx
896,bad religion
897,jimmy eat world
898,the gaslight anthem
899,danny elfman
900,dead kennedys
901,nirvana
902,the tantra monsters
903,poison
904,me first and the gimme gimmes
905,the mgm studio orchestra
906,new found glory
907,agnostic front
908,all
909,marilyn manson
910,rancid
911,lass than jake
912,my life with the thrill kill kult
913,the aquabats
914,the distillers
915,skarface
916,mad caddies
917,nofx
918,cypress hill
919,korn
920,the planet smashers
921,reel big fish
922,ska-p
923,moskovskaya
924,onyx
925,belvedere
926,distemper
927,aventura
928,air
929,ПЯТНИЦА
930,captain everything!
931,bo marley
932,slipknot
933,alizée
934,electrosoul system
935,richard cheese and lounge against the machine
936,avril lavigne
937,cidade negra
938,talco
939,f.p.g
940,the specials
941,daddy yankee
942,skaface
943,tina charles
944,the yeah yeah yeahs
945,the dead weather
946,no age
947,tiny masters of today
948,japandroids
949,the used
950,veto
951,friendly fires
952,hateen
953,timbaland presents onerepublic
954,dead fish
955,sixpences none the richer
956,peter björn und john
957,thursday
958,weezer
959,japanther
960,kings of leon
961,fiest
962,klaxons
963,css
964,"does it offend you, yeah?"
965,twilight
966,grease
967,kaiser chiefs
968,pelle miljoona
969,ripsipiirakka
970,orson
971,frankie valli
972,motion city soundtrack
973,kuningas pähkinä ja setä tamu
974,genesis
975,jukka poika
976,technotronic
977,robert pattinson
978,stig dogg
979,aviation
980,high school musical cast
981,kapteeni Ä-ni
982,ramones
983,fool's garden
984,bone thungs n' harmony
985,rufus wainwricht
986,iron & wine
987,blue foundation
988,lemon ice
989,the black ghosts
990,toto
991,burwell carter
992,claude achilles debussy
993,johnny clash
994,nina simone
995,lemonheads
996,tom waits
997,editors
998,"bonnie ""prince"" billy"
999,typhoon
1000,goran bregović
1001,joe dassin
1002,the pogues
1003,gomez
1004,matvin gaye
1005,serge gainsbourg
1006,smashing pumpkins
1007,admiral freebee
1008,lou reed
1009,jacques brel
1010,calexico
1011,suzanne vega
1012,morphine
1013,the gutter twins
1014,andrew dorff
1015,air traffic
1016,"morrison, van"
1017,nickel creek
1018,joni mitchell
1019,joan armatrading
1020,acoustic alchemy
1021,steely dan.
1022,billy joel
1023,eric clapton
1024,janis joplin
1025,carole king
1026,turin brakes
1027,direr straits
1028,supertramp
1029,"fagen, donald"
1030,elkie brooks
1031,cullum jamie
1032,oascar peterson
1033,santana
1034,eric bibb
1035,crusaders
1036,sting
1037,billie holiday with lester young
1038,rickie lee jones
1039,benson george
1040,paul mcmartney
1041,sky
1042,miles davis
1043,simon and garfunkel
1044,steve tyrell
1045,the doobie brothers
1046,the traveling wilburys
1047,america
1048,chicago
1049,bob seger & the silver bullet band
1050,cat stevens
1051,claire martin
1052,ramsey lewis
1053,the eagles
1054,harry nilsson
1055,20/20
1056,marco barrientos
1057,vertical
1058,hillsong united
1059,marcela gándara
1060,marcos witt
1061,steven curtis chapmen
1062,alex campos
1063,casting crowns
1064,danilo montero
1065,hillsong music australia
1066,mercyme
1067,"grant, natalie"
1068,chris tomlin
1069,danny berrios
1070,david crowder band
1071,jeremy camp
1072,"franklin, kirk"
1073,billy goodman
1074,matt redman
1075,the katinas
1076,va
1077,4him
1078,abba
1079,franklin aretha
1080,dylan. bob
1081,bob fitts
1082,brian doerksen
1083,brian littrell
1084,clay crosse
1085,darlene zchech
1086,ingrid rosario
1087,jaci velásquez
1088,jesus adrian romero
1089,joy williams
1090,michael w. smith
1091,newsboys
1092,robin mark
1093,rojo
1094,rush of fools
1095,seven places
1096,third day
1097,twila paris
1098,mississippi john hurt
1099,son house
1100,"james, skip"
1101,leadbelly
1102,lightnin' hopkins
1103,big bill broonzy
1104,bukka white
1105,john lee hooker
1106,charlie parker
1107,muddy waters
1108,blind willie`mctell
1109,robert jonson
1110,keb´ mo´
1111,mississippi fred mcdowell
1112,charley patton
1113,blind_willie_johnson
1114,howlin wolf
1115,charlie musselwhite
1116,mingus charles
1117,"burnside, r.l"
1118,dexter gordon
1119,blind lemon jefferson
1120,mongo santamaría
1121,gonzalo rubalcaba
1122,big joe williams
1123,bessie smith
1124,memphis minnie
1125,chuck berry
1126,johnny shines
1127,dock boggs
1128,etta james
1129,mccoy tyner
1130,sister rosetta tharpe
1131,sonny boy williamson [i]
1132,super rail band de bamako
1133,slim harpo
1134,thelonious monk
1135,tommy johnson
1136,sonny terry & brownie mcghee
1137,el gran combo de puerto rico
1138,james brown
1139,junior wells
1140,bix beiderbecke
1141,buen vista social club
1142,"jackson, mahalia"
1143,celia cruz
1144,relient k
1145,modest mouse
1146,(belle and sebastian)
1147,clap your hands say yeah!
1148,shins
1149,ben folds
1150,the academy is...
1151,all american rejects
1152,pedro the lion
1153,classic disney
1154,the early november
1155,the clash
1156,mae
1157,daft punk
1158,la roux
1159,jedi mind tricks
1160,yaël naim
1161,beast
1162,chromeo
1163,"fox, peter"
1164,phoenix
1165,alter egon
1166,roger cicero
1167,the bloody beetroots
1168,gui boratto
1169,robet hood
1170,busy p
1171,die drei fragezeichen
1172,m.i.a.
1173,bag raiders
1174,frankmusik
1175,kasabian
1176,kid cudi
1177,lykke li
1178,"townsend, devin"
1179,arcturus
1180,johnny hollow
1181,fear factory
1182,borknagar
1183,black label society
1184,cradle of filth
1185,van hallen
1186,the bronx casket co.
1187,ayreon
1188,ambience
1189,cky
1190,after forever
1191,gothminister
1192,blind guardian
1193,abstrakt algebra
1194,abydos
1195,apocalyptica
1196,cynicism
1197,american head charge
1198,meat loaf
1199,dracul
1200,l'Ãme immortelle
1201,twisted sister
1202,dethklok
1203,kingston wall
1204,yann tiersen
1205,the bluetones
1206,happy mondays
1207,pixies
1208,"sydän, sydän"
1209,wiidakko
1210,supergrass
1211,tryo
1212,.husky rescue
1213,cut copy
1214,rubik
1215,primal scream
1216,the crash
1217,!!!
1218,von hertzen brothers
1219,leevi ad the leavings
1220,pekka streng
1221,flogging molly
1222,badly drawn boy
1223,the hives
1224,lapko
1225,evanescense
1226,roxette
1227,celine dion
1228,era
1229,mattafix
1230,styx
1231,"osbourne, joan"
1232,loreena mckennitt
1233,gravity co.
1234,space girls
1235,maggie reilly
1236,alphaville
1237,the rasmus
1238,jason donovan
1239,titiyo
1240,limahl
1241,midnight oil
1242,krypteria
1243,sheena easton
1244,berlin
1245,desree
1246,marc anthony & tina arena
1247,irene cara
1248,poets of the fall
1249,meja
1250,the bangles
1251,la bionda
1252,enya
1253,loituma
1254,r. kelly
1255,franco battiato
1256,tazenda
1257,lynyrd skynyrd-
1258,"young, neil"
1259,black sabbath
1260,t rex
1261,jimiy hendrix
1262,bee gees
1263,guccini francesco
1264,kiss
1265,allevi giovanni
1266,foreigner-
1267,ennio morricione
1268,blind melon
1269,europe
1270,status quo
1271,bruce springsteen
1272,tomi jones
1273,boston
1274,inxs
1275,nazareth
1276,fabrizio de andrè
1277,mercury freddie
1278,rainbow
1279,thom yorke
1280,schneider tm
1281,b. fleischmann
1282,hauschka
1283,andrew pekler
1284,scott matthew
1285,the tiger lillies
1286,bishop allen
1287,element of crime
1288,the notwist
1289,alva noto + ryuichi sakamoto
1290,pierre bastien
1291,lali puna
1292,gustav
1293,little annie
1294,tied & tickled trio
1295,inlets
1296,homelife
1297,kangding ray
1298,tarwater
1299,attwenger
1300,erik satié
1301,leila
1302,momus and anne laplantine
1303,comelade pascal
1304,jay alansky
1305,the for carnation
1306,"schubert, franz (1797–1828)"
1307,tim hecker
1308,funny van dannen
1309,nino rota
1310,peter licht
1311,replicant rumba rockers
1312,songs: ohia
1313,sparrow house
1314,tape
1315,fred avril
1316,jim orourke
1317,lullatone
1318,mount eerie
1319,rocko schamoni
1320,autistic daughters
1321,colleen
1322,radian
1323,sporto kantиs
1324,hader josef
1325,michael nyman
1326,jr
1327,machinefabriek
1328,hood
1329,sonic youth
1330,the fall
1331,john fahey
1332,maher shalal hash baz
1333,the dead c
1334,alastair galbraith
1335,stars of the lid
1336,sun city girls
1337,grouper
1338,hala strana
1339,califone
1340,this heat
1341,times new viking
1342,oneida
1343,the radio dept.
1344,fennesz
1345,noxagt
1346,ex orkest
1347,natural snow buildings
1348,tenniscoats
1349,labradford
1350,minamo
1351,kinks
1352,nagisa ni te
1353,can
1354,james blackshaw
1355,loren connors
1356,pumice
1357,benoŒt pioulard
1358,mission of burma
1359,faust
1360,u. s. maple
1361,os mutantes
1362,oren ambarchi
1363,2 na bossa
1364,john pizzarelli
1365,trash pour 4
1366,paolo conte
1367,madeleine peyroux
1368,gilberto astrud
1369,"lee, amos"
1370,roberto menescal
1371,stan getz & charlie byrd
1372,delicatessen
1373,danni carlos
1374,eletrobossa
1375,eden atwood
1376,chico buarque de holanda
1377,diana krall
1378,rita lee
1379,bebel gilberto
1380,marisa monte
1381,milton banana trio
1382,bet.e & stef
1383,céu
1384,paula morlenbaum
1385,bryan ferry
1386,"kent, stacey"
1387,クレモンティーヌ
1388,elis regina
1389,the doors
1390,joao gilberto
1391,roberta sa
1392,アゼリン・デビソン
1393,b.b.king  and eric clapton
1394,ben harper
1395,ella fitzgerald
1396,joão gilberto / stan getz
1397,chet baker
1398,paul hardcastle
1399,samply red
1400,philipp poisel
1401,die fantastischen vier
1402,barry louis polisar
1403,donavon frakenreiter
1404,kimya dawson
1405,alan silvestri
1406,bruce rowland
1407,david nevue
1408,edward sheamur
1409,jeffrey lewis
1410,john cale
1411,louis landon
1412,rachel portman
1413,sinsemilia
1414,all girl summer fun band
1415,annett  louisan
1416,antsy pants
1417,deichkind
1418,elephant parade
1419,frin urlaub
1420,hausmarke
1421,herbert grˆnemeyer
1422,howard shore
1423,juli
1424,laurens van rooyen
1425,lazlo bane
1426,nena
1427,razorlight
1428,sportfreunde stiller
1429,the boy least likely to
1430,the john butler trio
1431,moldy peachers
1432,tinyfolk
1433,eden ahbez
1434,crystal castles
1435,jackson c frank
1436,random
1437,micah blue smaldone
1438,seu jorge
1439,8 bit weapon
1440,beach house
1441,keith mansfield
1442,ed askew
1443,big blood
1444,daniel johnston
1445,mr. scruff
1446,the jimi hendrix experience
1447,do make say think
1448,jaco pastorius
1449,of montreal
1450,8 bit
1451,funkdoobiest
1452,jad fair and daniel johnston
1453,james brown
1454,niggaz with attitude
1455,ガルネリウス
1456,powerglove
1457,hirazawa susumu
1458,nintendo
1459,スーパーカー
1460,koji endo
1461,今堀 恒雄
1462,宍戸留美
1463,malice mizer
1464,initial d
1465,sister mayo
1466,long shot part
1467,move
1468,niko
1469,the seat belts
1470,sabrepulse
1471,electric light orchestra
1472,john williams
1473,moondog with orchestra
1474,quad city dj's
1475,s.s.h.
1476,several
1477,kap bambino
1478,i'm from barcelona
1479,the kills
1480,parken
1481,hole
1482,soundtrack of our lives
1483,gorillaz
1484,familjen
1485,fischerspooner
1486,the sex pistols
1487,yo la tengo
1488,tycho
1489,jose gonzแlez
1490,ladytron
1491,n.e.r.d
1492,kristian anttila
1493,they might be giants
1494,magnetic fields
1495,devo
1496,songstowearpantsto.com
1497,talking heads
1498,the long winters
1499,pinback
1500,john linnell
1501,roy orbison
1502,casiotone for the painfully alone
1503,dead milkmen
1504,bottom of the hudson
1505,mountain goats
1506,frank zappa
1507,the wrens
1508,ted leo & the pharmacists
1509,john frusciante
1510,spacehog
1511,fountains of wayne
1512,grand buffet
1513,tally hall
1514,masters hammer
1515,misfits
1516,rubella ballet
1517,caudia pavonis
1518,creepersin
1519,xiii. stoletÍ
1520,horror of 59
1521,flesh
1522,the_meteors
1523,the zombie mafia
1524,miguelle and the living dead
1525,horror story
1526,tiamat
1527,gorgeous frankenstein
1528,joy disaster
1529,antiworld
1530,jack frost
1531,jacquy bitch
1532,the horrors
1533,two witches
1534,fields of the nephilim
1535,theatres des vampires
1536,siouxsie & the banshees
1537,mephisto walz
1538,lacrimosa profundere
1539,the cascades
1540,the awakening
1541,imagica
1542,clan of xymox
1543,death ss
1544,the house of usher
1545,mission u.k.
1546,immortal
1547,alien sex fiend
1548,scary bitches
1549,schizma
1550,theatre of tragedy
1551,"cooper,  alice"
1552,diskonto
1553,madness
1554,"damned, the"
1555,herbie hancock
1556,locomotiv gt
1557,king diamond
1558,venom
1559,cranberries
1560,leningrad sandwich
1561,omega
1562,red lorry yellow lorry
1563,dead vampires
1564,last days of humanity
1565,45 grave
1566,skeletal family
1567,beseech
1568,acda & de munnik
1569,angus & julia stone
1570,anouk
1571,candy dulfer
1572,jamiroquai
1573,blof
1574,room eleven
1575,ann peebles
1576,feist
1577,scisson sisters
1578,kraak  smaak
1579,anna nalick
1580,stevie ann
1581,maría mena
1582,bluer brothers
1583,angie stone
1584,kate nash
1585,racoon
1586,bloodhoung gang
1587,"benassi, benny"
1588,kinderen voor kinderen
1589,james morrison
1590,hot chocolate
1591,lenny kravitz
1592,the beach boys
1593,richie hawtin
1594,c-mon & kypski
1595,ali farka toure; toumani diabaté
1596,trentemøller
1597,do as infinity
1598,伴都美子
1599,nana starring nakashima mika
1600,kato miliya
1601,hamsaki ayumi
1602,安良城紅
1603,mihimaru gt
1604,michi
1605,大冢爱
1606,the brilliant green
1607,aya kamiki
1608,uura saeka
1609,rie fu
1610,tsai jolin
1611,宇多田ヒカル
1612,hilary duff
1613,伊藤由奈
1614,スキマスイッチ
1615,every little thing
1616,木村カエラ
1617,倖田來未
1618,the veronicas
1619,ashlee simpson;
1620,柴田淳
1621,christina milian
1622,hitomi
1623,marion raven
1624,mandy moore
1625,skye sweetnam
1626,鈴木亜美
1627,bonnie pink
1628,aly & aj
1629,stephanie
1630,山崎まさよし
1631,愛内里菜
1632,mr.children
1633,aiko
1634,ユイ
1635,島谷ひとみ
1636,sowelu
1637,annekei
1638,竹井詩織里
1639,echoes
1640,my little lover
1641,lindsay lohan
1642,ashley tisdale
1643,jessica simpson
1644,corinne bailey rae
1645,ashanti
1646,holly valance
1647,sophie ellis bextor
1648,allison crowe
1649,galaxie 500
